route_id,service_id,trip_id,direction_id,shape_id,trip_headsign,wheelchair_accessible
S1,RDS-16B156.xml,RDS-16B156.xml_0103,0,S10014,A4 - Deux-Montagnes,1
S3,RDS-16B156.xml,RDS-16B156.xml_0104,0,S30017,A3 - Anse-à-l'Orme,1
S1,RDS-16B156.xml,RDS-16B156.xml_0105,0,S10014,A4 - Deux-Montagnes,1
S3,RDS-16B156.xml,RDS-16B156.xml_0106,0,S30017,A3 - Anse-à-l'Orme,1
S1,RDS-16B156.xml,RDS-16B156.xml_0107,0,S10014,A4 - Deux-Montagnes,1
S3,RDS-16B156.xml,RDS-16B156.xml_0108,0,S30017,A3 - Anse-à-l'Orme,1
S1,RDS-16B156.xml,RDS-16B156.xml_0109,0,S10014,A4 - Deux-Montagnes,1
S3,RDS-16B156.xml,RDS-16B156.xml_0110,0,S30017,A3 - Anse-à-l'Orme,1
S1,RDS-16B156.xml,RDS-16B156.xml_0111,0,S10014,A4 - Deux-Montagnes,1
S3,RDS-16B156.xml,RDS-16B156.xml_0112,0,S30017,A3 - Anse-à-l'Orme,1
S1,RDS-16B156.xml,RDS-16B156.xml_0113,0,S10014,A4 - Deux-Montagnes,1
S3,RDS-16B156.xml,RDS-16B156.xml_0114,0,S30017,A3 - Anse-à-l'Orme,1
S1,RDS-16B156.xml,RDS-16B156.xml_0115,0,S10014,A4 - Deux-Montagnes,1
S3,RDS-16B156.xml,RDS-16B156.xml_0116,0,S30017,A3 - Anse-à-l'Orme,1
S1,RDS-16B156.xml,RDS-16B156.xml_0117,0,S10014,A4 - Deux-Montagnes,1
S3,RDS-16B156.xml,RDS-16B156.xml_0118,0,S30017,A3 - Anse-à-l'Orme,1
S1,RDS-16B156.xml,RDS-16B156.xml_0119,0,S10014,A4 - Deux-Montagnes,1
S3,RDS-16B156.xml,RDS-16B156.xml_0120,0,S30017,A3 - Anse-à-l'Orme,1
S1,RDS-16B156.xml,RDS-16B156.xml_0121,0,S10014,A4 - Deux-Montagnes,1
S3,RDS-16B156.xml,RDS-16B156.xml_0122,0,S30017,A3 - Anse-à-l'Orme,1
S1,RDS-16B156.xml,RDS-16B156.xml_0123,0,S10014,A4 - Deux-Montagnes,1
S3,RDS-16B156.xml,RDS-16B156.xml_0124,0,S30017,A3 - Anse-à-l'Orme,1
S1,RDS-16B156.xml,RDS-16B156.xml_0125,0,S10014,A4 - Deux-Montagnes,1
S3,RDS-16B156.xml,RDS-16B156.xml_0126,0,S30017,A3 - Anse-à-l'Orme,1
S1,RDS-16B156.xml,RDS-16B156.xml_0127,0,S10014,A4 - Deux-Montagnes,1
S3,RDS-16B156.xml,RDS-16B156.xml_0128,0,S30017,A3 - Anse-à-l'Orme,1
S1,RDS-16B156.xml,RDS-16B156.xml_0129,0,S10014,A4 - Deux-Montagnes,1
S3,RDS-16B156.xml,RDS-16B156.xml_0130,0,S30017,A3 - Anse-à-l'Orme,1
S1,RDS-16B156.xml,RDS-16B156.xml_0131,0,S10014,A4 - Deux-Montagnes,1
S3,RDS-16B156.xml,RDS-16B156.xml_0132,0,S30017,A3 - Anse-à-l'Orme,1
S1,RDS-16B156.xml,RDS-16B156.xml_0133,0,S10014,A4 - Deux-Montagnes,1
S3,RDS-16B156.xml,RDS-16B156.xml_0134,0,S30017,A3 - Anse-à-l'Orme,1
S1,RDS-16B156.xml,RDS-16B156.xml_0135,0,S10014,A4 - Deux-Montagnes,1
S3,RDS-16B156.xml,RDS-16B156.xml_0136,0,S30017,A3 - Anse-à-l'Orme,1
S1,RDS-16B156.xml,RDS-16B156.xml_0137,0,S10014,A4 - Deux-Montagnes,1
S3,RDS-16B156.xml,RDS-16B156.xml_0138,0,S30017,A3 - Anse-à-l'Orme,1
S1,RDS-16B156.xml,RDS-16B156.xml_0139,0,S10014,A4 - Deux-Montagnes,1
S3,RDS-16B156.xml,RDS-16B156.xml_0140,0,S30017,A3 - Anse-à-l'Orme,1
S1,RDS-16B156.xml,RDS-16B156.xml_0141,0,S10014,A4 - Deux-Montagnes,1
S3,RDS-16B156.xml,RDS-16B156.xml_0142,0,S30017,A3 - Anse-à-l'Orme,1
S1,RDS-16B156.xml,RDS-16B156.xml_0143,0,S10014,A4 - Deux-Montagnes,1
S3,RDS-16B156.xml,RDS-16B156.xml_0144,0,S30017,A3 - Anse-à-l'Orme,1
S1,RDS-16B156.xml,RDS-16B156.xml_0145,0,S10014,A4 - Deux-Montagnes,1
S3,RDS-16B156.xml,RDS-16B156.xml_0146,0,S30017,A3 - Anse-à-l'Orme,1
S2,RDS-16B156.xml,RDS-16B156.xml_0147,0,S20038,Bois-Franc,1
S3,RDS-16B156.xml,RDS-16B156.xml_0148,0,S30017,A3 - Anse-à-l'Orme,1
S1,RDS-16B156.xml,RDS-16B156.xml_0149,0,S10014,A4 - Deux-Montagnes,1
S3,RDS-16B156.xml,RDS-16B156.xml_0150,0,S30017,A3 - Anse-à-l'Orme,1
S2,RDS-16B156.xml,RDS-16B156.xml_0151,0,S20038,Bois-Franc,1
S3,RDS-16B156.xml,RDS-16B156.xml_0152,0,S30008,A3 - Anse-à-l'Orme,1
S1,RDS-16B156.xml,RDS-16B156.xml_0153,0,S10014,A4 - Deux-Montagnes,1
S3,RDS-16B156.xml,RDS-16B156.xml_0154,0,S30008,A3 - Anse-à-l'Orme,1
S1,RDS-16B156.xml,RDS-16B156.xml_0155,0,S10014,A4 - Deux-Montagnes,1
S1,RDS-16B156.xml,RDS-16B156.xml_0156,0,S10014,A4 - Deux-Montagnes,1
S2,RDS-16B156.xml,RDS-16B156.xml_0157,1,S20028,A1 - Brossard,1
S2,RDS-16B156.xml,RDS-16B156.xml_0158,1,S20028,A1 - Brossard,1
S2,RDS-16B156.xml,RDS-16B156.xml_0159,1,S20028,A1 - Brossard,1
S1,RDS-16B156.xml,RDS-16B156.xml_0160,1,S10016,A1 - Brossard,1
S3,RDS-16B156.xml,RDS-16B156.xml_0161,1,S30009,A1 - Brossard,1
S1,RDS-16B156.xml,RDS-16B156.xml_0162,1,S10016,A1 - Brossard,1
S3,RDS-16B156.xml,RDS-16B156.xml_0163,1,S30009,A1 - Brossard,1
S1,RDS-16B156.xml,RDS-16B156.xml_0164,1,S10016,A1 - Brossard,1
S3,RDS-16B156.xml,RDS-16B156.xml_0165,1,S30013,A1 - Brossard,1
S1,RDS-16B156.xml,RDS-16B156.xml_0166,1,S10016,A1 - Brossard,1
S3,RDS-16B156.xml,RDS-16B156.xml_0167,1,S30013,A1 - Brossard,1
S1,RDS-16B156.xml,RDS-16B156.xml_0168,1,S10016,A1 - Brossard,1
S3,RDS-16B156.xml,RDS-16B156.xml_0169,1,S30013,A1 - Brossard,1
S1,RDS-16B156.xml,RDS-16B156.xml_0170,1,S10016,A1 - Brossard,1
S3,RDS-16B156.xml,RDS-16B156.xml_0171,1,S30013,A1 - Brossard,1
S1,RDS-16B156.xml,RDS-16B156.xml_0172,1,S10016,A1 - Brossard,1
S3,RDS-16B156.xml,RDS-16B156.xml_0173,1,S30013,A1 - Brossard,1
S1,RDS-16B156.xml,RDS-16B156.xml_0174,1,S10016,A1 - Brossard,1
S3,RDS-16B156.xml,RDS-16B156.xml_0175,1,S30013,A1 - Brossard,1
S1,RDS-16B156.xml,RDS-16B156.xml_0176,1,S10016,A1 - Brossard,1
S3,RDS-16B156.xml,RDS-16B156.xml_0177,1,S30013,A1 - Brossard,1
S1,RDS-16B156.xml,RDS-16B156.xml_0178,1,S10016,A1 - Brossard,1
S3,RDS-16B156.xml,RDS-16B156.xml_0179,1,S30013,A1 - Brossard,1
S1,RDS-16B156.xml,RDS-16B156.xml_0180,1,S10016,A1 - Brossard,1
S3,RDS-16B156.xml,RDS-16B156.xml_0181,1,S30013,A1 - Brossard,1
S1,RDS-16B156.xml,RDS-16B156.xml_0182,1,S10016,A1 - Brossard,1
S3,RDS-16B156.xml,RDS-16B156.xml_0183,1,S30013,A1 - Brossard,1
S1,RDS-16B156.xml,RDS-16B156.xml_0184,1,S10016,A1 - Brossard,1
S3,RDS-16B156.xml,RDS-16B156.xml_0185,1,S30013,A1 - Brossard,1
S1,RDS-16B156.xml,RDS-16B156.xml_0186,1,S10016,A1 - Brossard,1
S3,RDS-16B156.xml,RDS-16B156.xml_0187,1,S30013,A1 - Brossard,1
S1,RDS-16B156.xml,RDS-16B156.xml_0188,1,S10016,A1 - Brossard,1
S3,RDS-16B156.xml,RDS-16B156.xml_0189,1,S30013,A1 - Brossard,1
S1,RDS-16B156.xml,RDS-16B156.xml_0190,1,S10016,A1 - Brossard,1
S3,RDS-16B156.xml,RDS-16B156.xml_0191,1,S30013,A1 - Brossard,1
S1,RDS-16B156.xml,RDS-16B156.xml_0192,1,S10016,A1 - Brossard,1
S3,RDS-16B156.xml,RDS-16B156.xml_0193,1,S30013,A1 - Brossard,1
S1,RDS-16B156.xml,RDS-16B156.xml_0194,1,S10016,A1 - Brossard,1
S3,RDS-16B156.xml,RDS-16B156.xml_0195,1,S30013,A1 - Brossard,1
S1,RDS-16B156.xml,RDS-16B156.xml_0196,1,S10016,A1 - Brossard,1
S3,RDS-16B156.xml,RDS-16B156.xml_0197,1,S30013,A1 - Brossard,1
S1,RDS-16B156.xml,RDS-16B156.xml_0198,1,S10016,A1 - Brossard,1
S3,RDS-16B156.xml,RDS-16B156.xml_0199,1,S30013,A1 - Brossard,1
S1,RDS-16B156.xml,RDS-16B156.xml_0200,1,S10016,A1 - Brossard,1
S3,RDS-16B156.xml,RDS-16B156.xml_0201,1,S30013,A1 - Brossard,1
S1,RDS-16B156.xml,RDS-16B156.xml_0202,1,S10016,A1 - Brossard,1
S3,RDS-16B156.xml,RDS-16B156.xml_0203,1,S30013,A1 - Brossard,1
S1,RDS-16B156.xml,RDS-16B156.xml_0204,1,S10016,A1 - Brossard,1
S3,RDS-16B156.xml,RDS-16B156.xml_0205,1,S30013,A1 - Brossard,1
S1,RDS-16B156.xml,RDS-16B156.xml_0206,1,S10016,A1 - Brossard,1
S3,RDS-16B156.xml,RDS-16B156.xml_0207,1,S30013,A1 - Brossard,1
S1,RDS-16B156.xml,RDS-16B156.xml_0208,1,S10016,A1 - Brossard,1
S3,RDS-16B156.xml,RDS-16B156.xml_0209,1,S30013,A1 - Brossard,1
S1,RDS-16B156.xml,RDS-16B156.xml_0210,1,S10016,A1 - Brossard,1
S3,RDS-16B156.xml,RDS-16B156.xml_0211,1,S30013,A1 - Brossard,1
S1,RDS-16B156.xml,RDS-16B156.xml_0212,1,S10016,A1 - Brossard,1
S3,RDS-16B156.xml,RDS-16B156.xml_0213,1,S30013,A1 - Brossard,1
S1,RDS-16B156.xml,RDS-16B156.xml_0214,1,S10016,A1 - Brossard,1
S3,RDS-16B156.xml,RDS-16B156.xml_0215,1,S30013,A1 - Brossard,1
S1,RDS-16B156.xml,RDS-16B156.xml_0216,1,S10016,A1 - Brossard,1
S3,RDS-16B156.xml,RDS-16B156.xml_0217,1,S30013,A1 - Brossard,1
S1,RDS-16B156.xml,RDS-16B156.xml_0218,1,S10016,A1 - Brossard,1
S3,RDS-16B156.xml,RDS-16B156.xml_0219,1,S30013,A1 - Brossard,1
S1,RDS-16B156.xml,RDS-16B156.xml_0220,1,S10016,A1 - Brossard,1
S3,RDS-16B156.xml,RDS-16B156.xml_0221,1,S30013,A1 - Brossard,1
S1,RDS-16B156.xml,RDS-16B156.xml_0222,1,S10016,A1 - Brossard,1
S3,RDS-16B156.xml,RDS-16B156.xml_0223,1,S30013,A1 - Brossard,1
S1,RDS-16B156.xml,RDS-16B156.xml_0224,1,S10016,A1 - Brossard,1
S3,RDS-16B156.xml,RDS-16B156.xml_0225,1,S30013,A1 - Brossard,1
S1,RDS-16B156.xml,RDS-16B156.xml_0226,1,S10016,A1 - Brossard,1
S3,RDS-16B156.xml,RDS-16B156.xml_0227,1,S30013,A1 - Brossard,1
S1,RDS-16B156.xml,RDS-16B156.xml_0228,1,S10016,A1 - Brossard,1
S3,RDS-16B156.xml,RDS-16B156.xml_0229,1,S30013,A1 - Brossard,1
S1,RDS-16B156.xml,RDS-16B156.xml_0230,1,S10016,A1 - Brossard,1
S3,RDS-16B156.xml,RDS-16B156.xml_0231,1,S30013,A1 - Brossard,1
S1,RDS-16B156.xml,RDS-16B156.xml_0232,1,S10016,A1 - Brossard,1
S3,RDS-16B156.xml,RDS-16B156.xml_0233,1,S30013,A1 - Brossard,1
S1,RDS-16B156.xml,RDS-16B156.xml_0234,1,S10016,A1 - Brossard,1
S3,RDS-16B156.xml,RDS-16B156.xml_0235,1,S30013,A1 - Brossard,1
S1,RDS-16B156.xml,RDS-16B156.xml_0236,1,S10016,A1 - Brossard,1
S3,RDS-16B156.xml,RDS-16B156.xml_0237,1,S30013,A1 - Brossard,1
S1,RDS-16B156.xml,RDS-16B156.xml_0238,1,S10016,A1 - Brossard,1
S3,RDS-16B156.xml,RDS-16B156.xml_0239,1,S30013,A1 - Brossard,1
S1,RDS-16B156.xml,RDS-16B156.xml_0240,1,S10016,A1 - Brossard,1
S3,RDS-16B156.xml,RDS-16B156.xml_0241,1,S30013,A1 - Brossard,1
S1,RDS-16B156.xml,RDS-16B156.xml_0242,1,S10016,A1 - Brossard,1
S3,RDS-16B156.xml,RDS-16B156.xml_0243,1,S30013,A1 - Brossard,1
S1,RDS-16B156.xml,RDS-16B156.xml_0244,1,S10016,A1 - Brossard,1
S3,RDS-16B156.xml,RDS-16B156.xml_0245,1,S30013,A1 - Brossard,1
S1,RDS-16B156.xml,RDS-16B156.xml_0246,1,S10016,A1 - Brossard,1
S3,RDS-16B156.xml,RDS-16B156.xml_0247,1,S30013,A1 - Brossard,1
S1,RDS-16B156.xml,RDS-16B156.xml_0248,1,S10016,A1 - Brossard,1
S3,RDS-16B156.xml,RDS-16B156.xml_0249,1,S30013,A1 - Brossard,1
S1,RDS-16B156.xml,RDS-16B156.xml_0250,1,S10016,A1 - Brossard,1
S3,RDS-16B156.xml,RDS-16B156.xml_0251,1,S30013,A1 - Brossard,1
S1,RDS-16B156.xml,RDS-16B156.xml_0252,1,S10016,A1 - Brossard,1
S3,RDS-16B156.xml,RDS-16B156.xml_0253,1,S30013,A1 - Brossard,1
S1,RDS-16B156.xml,RDS-16B156.xml_0254,1,S10016,A1 - Brossard,1
S3,RDS-16B156.xml,RDS-16B156.xml_0255,1,S30013,A1 - Brossard,1
S1,RDS-16B156.xml,RDS-16B156.xml_0256,1,S10016,A1 - Brossard,1
S3,RDS-16B156.xml,RDS-16B156.xml_0257,1,S30013,A1 - Brossard,1
S1,RDS-16B156.xml,RDS-16B156.xml_0258,1,S10016,A1 - Brossard,1
S3,RDS-16B156.xml,RDS-16B156.xml_0259,1,S30013,A1 - Brossard,1
S1,RDS-16B156.xml,RDS-16B156.xml_0260,1,S10016,A1 - Brossard,1
S3,RDS-16B156.xml,RDS-16B156.xml_0261,1,S30013,A1 - Brossard,1
S1,RDS-16B156.xml,RDS-16B156.xml_0262,1,S10016,A1 - Brossard,1
S3,RDS-16B156.xml,RDS-16B156.xml_0263,1,S30013,A1 - Brossard,1
S1,RDS-16B156.xml,RDS-16B156.xml_0264,1,S10016,A1 - Brossard,1
S3,RDS-16B156.xml,RDS-16B156.xml_0265,1,S30013,A1 - Brossard,1
S1,RDS-16B156.xml,RDS-16B156.xml_0266,1,S10016,A1 - Brossard,1
S3,RDS-16B156.xml,RDS-16B156.xml_0267,1,S30013,A1 - Brossard,1
S1,RDS-16B156.xml,RDS-16B156.xml_0268,1,S10016,A1 - Brossard,1
S3,RDS-16B156.xml,RDS-16B156.xml_0269,1,S30013,A1 - Brossard,1
S1,RDS-16B156.xml,RDS-16B156.xml_0270,1,S10016,A1 - Brossard,1
S3,RDS-16B156.xml,RDS-16B156.xml_0271,1,S30013,A1 - Brossard,1
S1,RDS-16B156.xml,RDS-16B156.xml_0272,1,S10016,A1 - Brossard,1
S3,RDS-16B156.xml,RDS-16B156.xml_0273,1,S30013,A1 - Brossard,1
S1,RDS-16B156.xml,RDS-16B156.xml_0274,1,S10016,A1 - Brossard,1
S3,RDS-16B156.xml,RDS-16B156.xml_0275,1,S30013,A1 - Brossard,1
S1,RDS-16B156.xml,RDS-16B156.xml_0276,1,S10016,A1 - Brossard,1
S3,RDS-16B156.xml,RDS-16B156.xml_0277,1,S30013,A1 - Brossard,1
S1,RDS-16B156.xml,RDS-16B156.xml_0278,1,S10016,A1 - Brossard,1
S3,RDS-16B156.xml,RDS-16B156.xml_0279,1,S30013,A1 - Brossard,1
S1,RDS-16B156.xml,RDS-16B156.xml_0280,1,S10016,A1 - Brossard,1
S3,RDS-16B156.xml,RDS-16B156.xml_0281,1,S30013,A1 - Brossard,1
S1,RDS-16B156.xml,RDS-16B156.xml_0282,1,S10016,A1 - Brossard,1
S3,RDS-16B156.xml,RDS-16B156.xml_0283,1,S30013,A1 - Brossard,1
S1,RDS-16B156.xml,RDS-16B156.xml_0284,1,S10016,A1 - Brossard,1
S3,RDS-16B156.xml,RDS-16B156.xml_0285,1,S30013,A1 - Brossard,1
S1,RDS-16B156.xml,RDS-16B156.xml_0286,1,S10016,A1 - Brossard,1
S3,RDS-16B156.xml,RDS-16B156.xml_0287,1,S30013,A1 - Brossard,1
S1,RDS-16B156.xml,RDS-16B156.xml_0288,1,S10016,A1 - Brossard,1
S3,RDS-16B156.xml,RDS-16B156.xml_0289,1,S30013,A1 - Brossard,1
S1,RDS-16B156.xml,RDS-16B156.xml_0290,1,S10016,A1 - Brossard,1
S3,RDS-16B156.xml,RDS-16B156.xml_0291,1,S30013,A1 - Brossard,1
S1,RDS-16B156.xml,RDS-16B156.xml_0292,1,S10016,A1 - Brossard,1
S3,RDS-16B156.xml,RDS-16B156.xml_0293,1,S30013,A1 - Brossard,1
S1,RDS-16B156.xml,RDS-16B156.xml_0294,1,S10016,A1 - Brossard,1
S3,RDS-16B156.xml,RDS-16B156.xml_0295,1,S30013,A1 - Brossard,1
S1,RDS-16B156.xml,RDS-16B156.xml_0296,1,S10016,A1 - Brossard,1
S3,RDS-16B156.xml,RDS-16B156.xml_0297,1,S30013,A1 - Brossard,1
S1,RDS-16B156.xml,RDS-16B156.xml_0298,1,S10016,A1 - Brossard,1
S3,RDS-16B156.xml,RDS-16B156.xml_0299,1,S30013,A1 - Brossard,1
S1,RDS-16B156.xml,RDS-16B156.xml_0300,1,S10016,A1 - Brossard,1
S3,RDS-16B156.xml,RDS-16B156.xml_0301,1,S30013,A1 - Brossard,1
S1,RDS-16B156.xml,RDS-16B156.xml_0302,1,S10016,A1 - Brossard,1
S3,RDS-16B156.xml,RDS-16B156.xml_0303,1,S30013,A1 - Brossard,1
S1,RDS-16B156.xml,RDS-16B156.xml_0304,1,S10016,A1 - Brossard,1
S3,RDS-16B156.xml,RDS-16B156.xml_0305,1,S30013,A1 - Brossard,1
S1,RDS-16B156.xml,RDS-16B156.xml_0306,1,S10016,A1 - Brossard,1
S3,RDS-16B156.xml,RDS-16B156.xml_0307,1,S30013,A1 - Brossard,1
S1,RDS-16B156.xml,RDS-16B156.xml_0308,1,S10016,A1 - Brossard,1
S3,RDS-16B156.xml,RDS-16B156.xml_0309,1,S30013,A1 - Brossard,1
S2,RDS-16B156.xml,RDS-16B156.xml_0310,1,S20040,A1 - Brossard,1
S1,RDS-16B156.xml,RDS-16B156.xml_0311,1,S10016,A1 - Brossard,1
S3,RDS-16B156.xml,RDS-16B156.xml_0312,1,S30013,A1 - Brossard,1
S1,RDS-16B156.xml,RDS-16B156.xml_0313,1,S10016,A1 - Brossard,1
S3,RDS-16B156.xml,RDS-16B156.xml_0314,1,S30013,A1 - Brossard,1
S2,RDS-16B156.xml,RDS-16B156.xml_0315,1,S20040,A1 - Brossard,1
