stop_id,stop_code,stop_name,stop_desc,stop_lon,stop_lat,zone_id,stop_url,location_type,parent_station,stop_timezone,level_id,wheelchair_boarding,platform_code,stop_access
IDFM:21934,,Charonne,,2.3849153670338272,48.85498959126104,1,,0,IDFM:73647,Europe/Paris,,2,,
IDFM:21935,,Alma - Marceau,,2.301130527470699,48.8647282422178,1,,0,IDFM:71290,Europe/Paris,,2,,
IDFM:21936,,Maraîchers,,2.406038544798052,48.85273102047999,1,,0,IDFM:71703,Europe/Paris,,2,,
IDFM:21937,,République,,2.3648187654839186,48.86791612506399,1,,0,IDFM:71311,Europe/Paris,,2,,
IDFM:21938,,Pont de Sèvres,,2.2305185727726955,48.82968726438348,2,,0,IDFM:70698,Europe/Paris,,2,,
IDFM:21939,,Billancourt,,2.237965973200589,48.83183051284947,2,,0,IDFM:71034,Europe/Paris,,2,,
IDFM:21940,,Marcel Sembat,,2.24346821405889,48.83380810724753,2,,0,IDFM:71054,Europe/Paris,,2,,
IDFM:21941,,Mairie de Montreuil,,2.4415603109032746,48.862282221768794,2,,0,IDFM:71785,Europe/Paris,,2,,
IDFM:21942,,Robespierre,,2.4229590598724213,48.85570971473621,2,,0,IDFM:71725,Europe/Paris,,2,,
IDFM:21943,,Croix de Chavaux,,2.4358546126745826,48.857992585158016,2,,0,IDFM:71756,Europe/Paris,,2,,
IDFM:21945,,Gambetta,,2.3988086736262697,48.86514184872237,1,,0,IDFM:71808,Europe/Paris,,2,,
IDFM:21946,,Saint-Fargeau,,2.404363709664892,48.87168082299018,1,,0,IDFM:71860,Europe/Paris,,2,,
IDFM:21947,,Porte des Lilas,,2.4070619733807948,48.87656859902798,1,,0,IDFM:71889,Europe/Paris,,2,,
IDFM:21948,,Pelleport,,2.401417792998433,48.86822167091229,1,,0,IDFM:71828,Europe/Paris,,2,,
IDFM:21949,,Porte des Lilas,,2.4065226763982275,48.87723143067265,1,,0,IDFM:71889,Europe/Paris,,2,,
IDFM:21950,,Gambetta,,2.397353102563538,48.86488271295642,1,,0,IDFM:71808,Europe/Paris,,2,,
IDFM:21951,,Place des Fêtes,,2.393301403638089,48.876859382930455,1,,0,IDFM:71885,Europe/Paris,,2,,
IDFM:21952,,Jaurès,,2.371438959985608,48.88302391342934,1,,0,IDFM:71940,Europe/Paris,,2,,
IDFM:21954,,Olympiades,,2.367045489555525,48.827142076614436,1,,0,IDFM:71557,Europe/Paris,,1,,
IDFM:21955,,Bibliothèque François Mitterrand,,2.3762167319668155,48.8302301405883,1,,0,IDFM:71572,Europe/Paris,,1,,
IDFM:21956,,Cour Saint-Emilion,,2.3865201396841957,48.83328732487048,1,,0,IDFM:71576,Europe/Paris,,1,,
IDFM:21957,,Bercy,,2.3803432477576925,48.83948808192346,1,,0,IDFM:71607,Europe/Paris,,1,,
IDFM:21958,,Gare de Lyon,,2.3735342090008693,48.84374256965471,1,,0,IDFM:73626,Europe/Paris,,2,,
IDFM:21959,,Châtelet,,2.3461754428173194,48.85986551680226,1,,0,IDFM:71264,Europe/Paris,,1,,
IDFM:21960,,Pyramides,,2.3343918830069637,48.86575423889825,1,,0,IDFM:73788,Europe/Paris,,1,,
IDFM:21961,,Madeleine,,2.3265207734656794,48.87040478302905,1,,0,IDFM:71324,Europe/Paris,,1,,
IDFM:21962,,Saint-Lazare,,2.3243109129971637,48.8757613910029,1,,0,IDFM:71370,Europe/Paris,,1,,
IDFM:21963,,Saint-Lazare,,2.3246067760696794,48.875025603040974,1,,0,IDFM:71370,Europe/Paris,,2,,
IDFM:21964,,Saint-Lazare,,2.327584547959951,48.87565391692647,1,,0,IDFM:71370,Europe/Paris,,2,,
IDFM:21965,,Madeleine,,2.325131827413437,48.87028004533676,1,,0,IDFM:71324,Europe/Paris,,2,,
IDFM:21966,,Châtelet,,2.3481526656594456,48.85761893516645,1,,0,IDFM:71264,Europe/Paris,,2,,
IDFM:21967,,Gare d'Austerlitz,,2.3645307640842486,48.842355035073275,1,,0,IDFM:71135,Europe/Paris,,2,,
IDFM:21968,,Jussieu,,2.354959591040395,48.846144080610514,1,,0,IDFM:71148,Europe/Paris,,2,,
IDFM:21969,,La Motte-Picquet - Grenelle,,2.2985257262366363,48.84963080443241,1,,0,IDFM:71199,Europe/Paris,,2,,
