shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence
023R-43-South,53.531729,-113.463676,40048
023R-43-South,53.531733,-113.462319,40049
023R-43-South,53.531734,-113.461897,40050
023R-43-South,53.531735,-113.461747,50001
023R-43-South,53.531737,-113.461640,50002
023R-43-South,53.531742,-113.461456,50003
023R-43-South,53.531763,-113.460847,50004
023R-43-South,53.531766,-113.460727,50005
023R-43-South,53.531768,-113.460642,50006
023R-43-South,53.531770,-113.460540,50007
023R-43-South,53.531771,-113.460406,50008
023R-43-South,53.531777,-113.458050,50009
023R-43-South,53.531775,-113.457906,50010
023R-43-South,53.531766,-113.457804,50011
023R-43-South,53.531747,-113.457707,50012
023R-43-South,53.531717,-113.457615,50013
023R-43-South,53.531671,-113.457526,50014
023R-43-South,53.531633,-113.457474,50015
023R-43-South,53.531602,-113.457442,50016
023R-43-South,53.531572,-113.457417,50017
023R-43-South,53.531538,-113.457396,50018
023R-43-South,53.531476,-113.457377,50019
023R-43-South,53.531421,-113.457368,50020
023R-43-South,53.531349,-113.457366,50021
023R-43-South,53.531234,-113.457370,50022
023R-43-South,53.531080,-113.457383,50023
023R-43-South,53.530927,-113.457401,50024
023R-43-South,53.530780,-113.457419,50025
023R-43-South,53.530659,-113.457433,50026
023R-43-South,53.530554,-113.457442,50027
023R-43-South,53.530469,-113.457446,50028
023R-43-South,53.530303,-113.457448,50029
023R-43-South,53.528704,-113.457440,50030
023R-43-South,53.527896,-113.457432,50031
023R-43-South,53.527730,-113.457430,50032
023R-43-South,53.527580,-113.457429,60001
023R-43-South,53.526771,-113.457421,60002
023R-43-South,53.526331,-113.457417,60003
023R-43-South,53.526146,-113.457414,60004
023R-43-South,53.525951,-113.457398,60005
023R-43-South,53.525778,-113.457369,60006
023R-43-South,53.525630,-113.457328,60007
023R-43-South,53.525485,-113.457274,60008
023R-43-South,53.525361,-113.457217,60009
023R-43-South,53.525228,-113.457143,60010
023R-43-South,53.525059,-113.457031,60011
023R-43-South,53.524912,-113.456913,60012
023R-43-South,53.524761,-113.456778,60013
023R-43-South,53.524608,-113.456632,60014
023R-43-South,53.523697,-113.455747,60015
023R-43-South,53.523580,-113.455645,60016
023R-43-South,53.523469,-113.455560,60017
023R-43-South,53.523370,-113.455495,60018
023R-43-South,53.523233,-113.455421,60019
023R-43-South,53.523123,-113.455374,60020
023R-43-South,53.522983,-113.455331,60021
023R-43-South,53.522842,-113.455304,60022
023R-43-South,53.522717,-113.455297,60023
023R-43-South,53.522584,-113.455294,60024
023R-43-South,53.522466,-113.455294,60025
023R-43-South,53.522311,-113.455299,60026
023R-43-South,53.519819,-113.455412,60027
023R-43-South,53.519011,-113.455449,60028
023R-43-South,53.518723,-113.455463,70001
023R-43-South,53.518588,-113.455466,70002
023R-43-South,53.518482,-113.455464,70003
023R-43-South,53.518389,-113.455454,70004
023R-43-South,53.518323,-113.455442,70005
023R-43-South,53.518212,-113.455413,70006
023R-43-South,53.517833,-113.455265,70007
023R-43-South,53.517713,-113.455215,70008
023R-43-South,53.517613,-113.455182,70009
023R-43-South,53.517497,-113.455153,70010
023R-43-South,53.517385,-113.455135,70011
023R-43-South,53.517271,-113.455125,70012
023R-43-South,53.510376,-113.455116,70013
023R-43-South,53.509567,-113.455106,70014
023R-43-South,53.509392,-113.455104,70015
023R-43-South,53.509223,-113.455103,80001
023R-43-South,53.508414,-113.455093,80002
023R-43-South,53.505502,-113.455055,80003
023R-43-South,53.505362,-113.455037,80004
023R-43-South,53.505242,-113.455014,80005
023R-43-South,53.505126,-113.454979,80006
023R-43-South,53.505009,-113.454933,80007
023R-43-South,53.504913,-113.454888,80008
023R-43-South,53.504832,-113.454842,80009
023R-43-South,53.504655,-113.454721,80010
023R-43-South,53.504539,-113.454626,80011
023R-43-South,53.504416,-113.454507,80012
023R-43-South,53.504287,-113.454362,80013
023R-43-South,53.504155,-113.454193,80014
023R-43-South,53.501894,-113.450735,80015
023R-43-South,53.501772,-113.450547,80016
023R-43-South,53.501661,-113.450351,80017
023R-43-South,53.501574,-113.450171,80018
023R-43-South,53.501491,-113.449951,80019
023R-43-South,53.501422,-113.449705,80020
023R-43-South,53.501384,-113.449522,80021
023R-43-South,53.501353,-113.449305,80022
023R-43-South,53.501336,-113.449089,80023
023R-43-South,53.501332,-113.448879,80024
023R-43-South,53.501342,-113.448637,80025
023R-43-South,53.501363,-113.448402,80026
023R-43-South,53.501526,-113.447049,80027
023R-43-South,53.501522,-113.446813,80028
023R-43-South,53.501503,-113.446620,80029
023R-43-South,53.501468,-113.446424,80030
023R-43-South,53.501423,-113.446257,80031
023R-43-South,53.501360,-113.446082,80032
023R-43-South,53.501304,-113.445962,80033
023R-43-South,53.501210,-113.445806,80034
023R-43-South,53.501119,-113.445679,80035
023R-43-South,53.500230,-113.444608,80036
023R-43-South,53.499469,-113.443694,80037
023R-43-South,53.499429,-113.443660,90001
023R-43-South,53.498596,-113.442650,90002
023R-43-South,53.498503,-113.442557,90003
023R-43-South,53.498397,-113.442479,90004
023R-43-South,53.498279,-113.442420,90005
023R-43-South,53.498159,-113.442390,90006
023R-43-South,53.498029,-113.442379,90007
023R-43-South,53.497888,-113.442380,90008
023R-43-South,53.497472,-113.442401,90009
023R-43-South,53.497206,-113.442409,90010
023R-43-South,53.497000,-113.442412,90011
023R-43-South,53.495147,-113.442410,90012
023R-43-South,53.491283,-113.442404,90013
023R-43-South,53.490474,-113.442407,90014
023R-43-South,53.489579,-113.442411,90015
023R-43-South,53.489341,-113.442404,90016
023R-43-South,53.486123,-113.442187,90017
023R-43-South,53.485963,-113.442180,90018
023R-43-South,53.485763,-113.442183,90019
023R-43-South,53.485536,-113.442198,90020
023R-43-South,53.484839,-113.442249,90021
023R-43-South,53.484264,-113.442292,90022
023R-43-South,53.483988,-113.442322,90023
023R-43-South,53.483752,-113.442355,90024
023R-43-South,53.483264,-113.442425,90025
023R-43-South,53.482890,-113.442462,90026
023R-43-South,53.482431,-113.442484,90027
023R-43-South,53.480766,-113.442491,90028
023R-43-South,53.480387,-113.442480,90029
023R-43-South,53.480041,-113.442426,90030
023R-43-South,53.479763,-113.442347,90031
023R-43-South,53.479498,-113.442240,90032
023R-43-South,53.479349,-113.442166,90033
023R-43-South,53.479154,-113.442053,90034
023R-43-South,53.478961,-113.441924,90035
023R-43-South,53.478688,-113.441708,90036
023R-43-South,53.478446,-113.441480,90037
023R-43-South,53.478201,-113.441211,90038
023R-43-South,53.478008,-113.440975,90039
023R-43-South,53.477378,-113.440196,90040
023R-43-South,53.477173,-113.439948,90041
023R-43-South,53.476982,-113.439742,90042
023R-43-South,53.476794,-113.439566,90043
023R-43-South,53.476592,-113.439408,90044
023R-43-South,53.476357,-113.439261,90045
023R-43-South,53.476115,-113.439148,90046
023R-43-South,53.475813,-113.439057,90047
023R-43-South,53.475582,-113.439022,90048
023R-43-South,53.475424,-113.439005,90049
023R-43-South,53.474617,-113.438920,90050
023R-43-South,53.474401,-113.438899,100001
023R-43-South,53.474163,-113.438882,100002
023R-43-South,53.473377,-113.438852,100003
023R-43-South,53.473161,-113.438840,100004
023R-43-South,53.472965,-113.438816,100005
023R-43-South,53.472836,-113.438792,100006
023R-43-South,53.472698,-113.438761,100007
023R-43-South,53.471904,-113.438577,100008
023R-43-South,53.471609,-113.438503,100009
023R-43-South,53.471394,-113.438433,100010
023R-43-South,53.471219,-113.438364,100011
023R-43-South,53.471001,-113.438268,100012
023R-43-South,53.463715,-113.434940,100013
023R-43-South,53.463440,-113.434817,100014
023R-43-South,53.463140,-113.434692,100015
023R-43-South,53.462910,-113.434604,100016
023R-43-South,53.462728,-113.434538,100017
023R-43-South,53.462544,-113.434476,100018
023R-43-South,53.462345,-113.434413,100019
023R-43-South,53.461948,-113.434301,110001
023R-43-South,53.461635,-113.434225,110002
023R-43-South,53.461330,-113.434162,110003
023R-43-South,53.460935,-113.434096,110004
023R-43-South,53.460664,-113.434061,110005
023R-43-South,53.460334,-113.434028,110006
023R-43-South,53.460049,-113.434010,110007
023R-43-South,53.459735,-113.434000,110008
023R-43-South,53.459374,-113.434002,110009
023R-43-South,53.458735,-113.434024,110010
023R-43-South,53.458652,-113.434015,110011
023R-43-South,53.458580,-113.433988,110012
023R-43-South,53.458503,-113.433936,110013
023R-43-South,53.458423,-113.433852,110014
023R-43-South,53.458367,-113.433768,110015
023R-43-South,53.458317,-113.433663,110016
023R-43-South,53.458278,-113.433549,110017
023R-43-South,53.458250,-113.433426,110018
023R-43-South,53.458234,-113.433290,110019
023R-43-South,53.458231,-113.433159,110020
023R-43-South,53.458278,-113.431522,110021
023R-43-South,53.458285,-113.431404,110022
023R-43-South,53.458311,-113.431160,110023
023R-43-South,53.458348,-113.430876,110024
023R-43-South,53.458521,-113.429732,110025
