trip_id,arrival_time,departure_time,stop_id,stop_sequence,stop_headsign,pickup_type,shape_dist_traveled
92281366027,08:09:00,08:09:00,30375,17,O'Hare,0,55674
92281366027,08:11:30,08:11:30,30095,18,O'Hare,0,61010
92281366027,08:12:30,08:12:30,30271,19,O'Hare,0,63748
92281366027,08:15:00,08:15:00,30062,20,O'Hare,0,67806
92281366027,08:17:00,08:17:00,30115,21,O'Hare,0,71600
92281366027,08:19:00,08:19:00,30129,22,O'Hare,0,75173
92281366027,08:21:00,08:21:00,30111,23,O'Hare,0,78513
92281366027,08:23:00,08:23:00,30197,24,O'Hare,0,82781
92281366027,08:25:30,08:25:30,30012,25,O'Hare,0,86296
92281366027,08:27:30,08:27:30,30239,26,O'Hare,0,90322
92281366027,08:29:30,08:29:30,30107,27,O'Hare,0,93743
92281366027,08:32:00,08:32:00,30259,28,O'Hare,0,98767
92281366027,08:35:00,08:35:00,30247,29,O'Hare,0,104560
92281366027,08:39:00,08:39:00,30145,30,O'Hare,0,118954
92281366027,08:42:30,08:42:30,30044,31,O'Hare,0,126966
92281366027,08:44:30,08:44:30,30159,32,O'Hare,0,132781
92281366027,08:50:30,08:50:30,30171,33,O'Hare,0,146939
92277170529,07:26:00,07:26:00,30204,1,Loop,0,0
92277170529,07:28:30,07:28:30,30242,2,Loop,0,3618
92277170529,07:29:30,07:29:30,30079,3,Loop,0,5810
92277170529,07:30:30,07:30:30,30102,4,Loop,0,7313
92277170529,07:32:00,07:32:00,30011,5,Loop,0,9664
92277170529,07:33:30,07:33:30,30134,6,Loop,0,11948
92277170529,07:34:00,07:34:00,30053,7,Loop,0,14994
92277170529,07:35:30,07:35:30,30164,8,Loop,0,17149
92277170529,07:38:00,07:38:00,30176,9,Loop,0,20786
92277170529,07:43:00,07:43:00,30385,10,Loop,0,42045
92277170529,07:48:30,07:48:30,30258,11,Loop,0,51685
92277170529,07:50:00,07:50:00,30232,12,Loop,0,53039
92277170529,07:51:30,07:51:30,30104,13,Loop,0,54242
92277170529,07:53:30,07:53:30,30236,14,Loop,0,57042
92277170529,07:55:30,07:55:30,30128,15,Loop,0,59533
92277170529,07:58:30,07:58:30,30156,16,Loop,0,65351
92277170529,08:02:30,08:02:30,30138,17,Loop,0,70886
